Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Paraguay,PRY,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18799269.4,17845958.3,17213430.8,18621345.4,20353331.1,21271578,19576711.2,20605766.8,21644684.2,21097078.2,149233949.7,146600896.6,146147775.4,146304834.2,146597961.7,137917545.6,131913236.6,127972317.5,135569034.2,132395012.6,131636698.5,137104916.4,403399333.5,..
Paraguay,PRY,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.16601467132568,..,-1.32642936706543,..,-1.37370228767395,..,-1.36506843566895,-1.43683886528015,-1.42646288871765,-1.35583305358887,-1.16153120994568,-1.21103572845459,-0.979693531990051,-0.788950502872467,-0.707593381404877,-0.695635735988617,-0.850602805614471,-1.04777801036835,-1.0106920003891,-0.998630821704865,-0.742890298366547,-0.730105459690094,-0.850952446460724,-0.875117301940918,-0.838050484657288,-1.007155418396,..
Peru,PER,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,9900000,3550239,33385275,16455296,0,0,184440512.5,204982312.5,333631491.1,491548516.2,473943000,387400000,649500000,697590000,674660000,701890000,728420000,844729747.7,801249965.5,758247979.3,754668491.6,705792784.6,630741375,882767751.2,938225127.3,955346319.3,924156779,1011436897.5,904680416.7,860178070.9,676998550.6,501581050.7,360614039.5,274821235.7,245676864,187868965.9,157501653.6,144306849.8,140655916.1,956123263.8,939253621.5,936350530.5,937356786.7,939234817.5,883616043.5,845147379.4,819898529.8,868569499.9,848234042.4,843375643.2,878409655.6,2643764179.6,..
Peru,PER,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.398885548114777,..,-0.433163523674011,..,-0.404046177864075,..,-0.306404739618301,-0.154854536056519,-0.429986923933029,-0.367371052503586,-0.221562147140503,-0.272556155920029,-0.206874340772629,-0.332539886236191,-0.253887414932251,-0.243967726826668,-0.404069632291794,-0.46063831448555,-0.599589347839355,-0.580630242824554,-0.407064288854599,-0.539692044258118,-0.57646769285202,-0.488679647445679,-0.503286480903625,-0.633225560188293,..
Philippines,PHL,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,68750000,97422000,103413000,91987000,83027000,192791000,404156000,527528688.4,657614850.2,812846424,1044298227.9,1133354065.9,999286830.8,1094681348.4,885378010.8,1168448996.3,1266005330.4,1259860874.2,1093455263.5,1176508310.8,911737268.9,1085725020.1,1100165000,1209747818.4,1063589742.1,727602671.2,405418450.5,855177561.3,1568489135.7,1982357309.4,2183438727.5,2098403553.1,1844542355.2,1370609691,937288125.4,555497219.7,175407022.4,184249248.8,179587780.7,1313668879,1290490775.4,1286502063.4,1287884612.7,1290464939.6,1214047903.3,1161193723.7,1126502962.9,1193374642.7,1165434657.1,1158759439.5,1206894565.1,3913253173.9,..
Philippines,PHL,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.358871847391129,..,-0.38195013999939,..,-0.527593672275543,..,-0.538531899452209,-0.635371625423431,-0.707702457904816,-0.662843585014343,-0.889426827430725,-0.778005182743073,-0.778095126152039,-0.786739230155945,-0.781123995780945,-0.685034811496735,-0.573895454406738,-0.379904359579086,-0.439453065395355,-0.456914037466049,-0.496135115623474,-0.484400182962418,-0.554191112518311,-0.585154712200165,-0.488711297512054,-0.508519768714905,..
Poland,POL,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poland,POL,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.707913815975189,..,0.788555204868317,..,0.695001423358917,..,0.381513625383377,0.401545792818069,0.106035828590393,0.247518658638,0.256550550460815,0.283813983201981,0.452767491340637,0.435099840164185,0.513736724853516,0.562475681304932,0.659753620624542,0.645880937576294,0.682209432125092,0.726477801799774,0.791953325271606,0.730618953704834,0.651599287986755,0.638833582401276,0.645016312599182,0.572010397911072,..
Portugal,PRT,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Portugal,PRT,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.37154483795166,..,1.25270414352417,..,1.14826655387878,..,1.21802008152008,1.11910235881805,1.12566697597504,1.06187832355499,1.00923573970795,1.02880275249481,1.05923020839691,1.08558297157288,1.06266355514526,1.08125162124634,0.955447733402252,0.912236094474792,0.909682035446167,0.925335168838501,0.892202317714691,0.854094982147217,0.835465908050537,0.774474918842316,0.747629642486572,0.768555641174316,..
Puerto Rico,PRI,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.421651005744934,..,0.431974202394485,..,0.861537575721741,..,1.31074380874634,1.33278954029083,1.25959527492523,1.26966309547424,0.506991565227509,0.405738353729248,0.407875597476959,0.483497262001038,0.472344607114792,0.431618601083755,0.533097982406616,0.466359108686447,0.456755250692368,0.0815448984503746,0.0290413293987513,0.133287414908409,0.0358330234885216,0.00921082124114037,0.0123124122619629,0.400498539209366,..
Qatar,QAT,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0455957651138306,..,0.474642664194107,..,0.506152808666229,..,0.65882533788681,0.507493376731873,0.504270613193512,0.705090939998627,0.923123240470886,0.670674502849579,0.932359039783478,1.558678150177,1.40004742145538,1.00110983848572,1.05304300785065,1.103670835495,0.983825206756592,0.887969553470612,0.89516270160675,0.729398548603058,0.720703482627869,0.845478773117065,0.780476272106171,0.806125164031982,..
Romania,ROU,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.446042686700821,..,-0.649806618690491,..,-0.510619759559631,..,-0.440713196992874,-0.410669893026352,-0.322501838207245,-0.260543018579483,-0.209158509969711,-0.230330780148506,-0.18621614575386,-0.3098004758358,-0.352394610643387,-0.333498507738113,-0.381443470716476,-0.300762176513672,-0.223876476287842,-0.143834993243217,-0.15244796872139,-0.115164488554001,-0.202447131276131,-0.213289558887482,-0.074919618666172,-0.0379151254892349,..
Russian Federation,RUS,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,988625000,2468664962.3,4197871534.2,9617293074.6,12507607840.7,13230629062.4,19335057150.4,23022598081.1,19002404990.9,14561291370.8,14192114345.2,13497061899.1,12370613856.9,8106537259.2,8532674830.3,8962866011.2,8736107344.5,8891628171,8734746111.9,8707748331.6,8717106179.6,8734571241.1,8217336690.7,7859590849.2,7624784906.9,8077408816.2,7888295793.6,7843114289.2,8168919006.5,25247859671.1,..
Russian Federation,RUS,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.05334162712097,..,-0.95437353849411,..,-0.943414032459259,..,-0.954848229885101,-0.783091723918915,-0.825626492500305,-0.847120821475983,-0.940847754478455,-1.01758086681366,-1.12522864341736,-1.14130687713623,-1.09921479225159,-1.07437682151794,-1.05157160758972,-1.02038681507111,-0.918525218963623,-0.952242791652679,-0.817593097686768,-0.893895387649536,-0.848470866680145,-0.802163481712341,-0.909426033496857,-0.900473713874817,..
Rwanda,RWA,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,2930000,0,0,0,0,0,0,0,0,7583868.8,13546129.6,12446224.3,11795555.2,11195036.4,10481385.5,10046149.3,8590533.6,6947178,3730280.4,852889.8,101008.9,12530567.3,12045000,12032385.2,12788285.6,26288575.9,24170670.2,40385749.7,56433843.7,94679854.8,103681669.1,101522419.6,103528807.5,112238286.1,113531243.1,96592925.2,24897820,29756107.5,32515099.7,135675431.7,133193820.5,132168030.5,131258812.7,129764655.8,119438037.5,111621983.8,203276405.3,290711369.3,307851713.8,305607219.4,520191843.8,678360739.8,..
Rwanda,RWA,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.745139956474304,..,-0.72986114025116,..,-0.733604550361633,..,-0.716065526008606,-0.588587760925293,-0.412591546773911,-0.6291663646698,-0.205525189638138,0.00706776836887002,0.108792886137962,0.108438961207867,0.365169644355774,0.362672299146652,0.559880137443542,0.62512743473053,0.776300489902496,0.615097165107727,0.63585901260376,0.631560087203979,0.564932405948639,0.549180388450623,0.553834915161133,0.599220454692841,..
Samoa,WSM,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1475000,2200000,2259947.9,4580012.9,6290368.6,5783223.3,7475541.8,6344445.8,7876641.6,9762436.2,10932638.6,10118736,8215460.1,3833899.3,1613788.5,835101.4,226007.9,0,..,..,..,..,..,..,1567406.4,1487923.2,1435185.7,1552571.8,1696977.7,1773537.4,1632226.3,1718024.8,1804645.5,1758988.3,26479908.2,26012702.2,25932300.8,25960169.2,34944176.6,32874834.8,29836165,27385382.2,27359042.8,24298519.5,20951190.4,43483145.3,62363102.3,..
Samoa,WSM,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0265951305627823,..,-0.0194181017577648,..,-0.042195025831461,..,-0.0708565190434456,-0.103218950331211,-0.238485977053642,0.218686625361443,0.30415141582489,0.30298313498497,0.259912490844727,0.153789654374123,0.169478163123131,0.129435449838638,0.141266375780106,0.180733934044838,0.358953505754471,0.329095959663391,0.336210697889328,0.687652111053467,0.674594044685364,0.681556224822998,0.743942320346832,0.625925838947296,..
San Marino,SMR,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
